GradientBoostingClassifier_Client_0,GradientBoostingClassifier_Client_0_proba,GradientBoostingClassifier_Client_1,GradientBoostingClassifier_Client_1_proba,DecisionTreeClassifier_Client_2,DecisionTreeClassifier_Client_2_proba,LinearDiscriminantAnalysis_Client_3,LinearDiscriminantAnalysis_Client_3_proba,RandomForestClassifier_Client_4,RandomForestClassifier_Client_4_proba,GaussianNB_Client_5,GaussianNB_Client_5_proba,true_label,final_prediction,final_probability
9,0.8706301798228111,9,0.7653919513729514,9,1.0,9,0.934619158275829,9,0.85,6,0.9996184607273648,9,9.0,1.0
9,0.8885457990879272,9,0.9334848173711452,9,1.0,9,0.904122226535504,9,0.69,5,0.7750962031905646,9,9.0,1.0
9,0.9517798999181716,9,0.9339833261543864,9,1.0,9,0.9673806763340462,9,0.95,6,0.999570063446746,9,9.0,1.0
9,0.9444206983386428,9,0.9712029857248332,9,1.0,9,0.9344591177052132,9,0.95,6,0.980328818537889,9,9.0,1.0
9,0.9394554939641896,9,0.959898053357436,9,1.0,9,0.9720236420553772,9,0.99,0,0.60346462012166,9,9.0,1.0
9,0.804829010279748,9,0.4586533548847771,9,1.0,9,0.7227577031305557,9,0.56,6,0.999660219179298,2,9.0,1.0
9,0.7995749784559104,9,0.8885872250051126,2,1.0,9,0.9379279735677432,9,0.68,6,0.9471985286051164,9,9.0,0.9379279735677432
9,0.9304244303803596,9,0.9641464740693212,9,1.0,9,0.9607266771059848,9,0.98,6,0.7371355411781028,9,9.0,1.0
9,0.912669587914941,9,0.9518976244166354,9,1.0,9,0.9767802610438926,9,0.87,6,0.9986695514358992,9,9.0,1.0
9,0.9250846426448897,9,0.9597659764107048,9,1.0,9,0.9781056922393788,9,0.94,6,0.998921377350558,9,9.0,1.0
9,0.9476958518124512,9,0.9621607485241512,9,1.0,9,0.9844737394908138,9,1.0,6,0.999366563912572,9,9.0,1.0
9,0.9479785372770768,9,0.9702766350068996,9,1.0,9,0.9843840211159172,9,1.0,6,0.9994360665953882,9,9.0,1.0
3,0.5615238702777982,8,0.5501559800501633,3,1.0,1,0.9944502499997716,2,0.35,3,0.8415446641627237,2,3.0,1.0
9,0.9330635273904254,9,0.9074374602976722,9,1.0,9,0.9792305575014144,9,0.9,6,0.9995787127713218,4,9.0,1.0
8,0.6526260577440126,8,0.9162130869984768,8,1.0,3,0.5441520110520149,8,0.73,3,0.801989951315427,8,8.0,1.0
9,0.8648759394783725,9,0.8345517299037762,9,1.0,9,0.8665703862043999,9,0.83,6,0.9299741211982416,9,9.0,1.0
9,0.8833276951347755,9,0.9604662837267864,9,1.0,9,0.9913362116344068,9,0.98,1,0.3961467285670024,9,9.0,1.0
9,0.914694485602122,9,0.911976046127814,9,1.0,9,0.9901668779865486,9,0.78,6,0.9994560655803244,9,9.0,1.0
9,0.956997048795846,9,0.9758883871504505,9,1.0,9,0.9813611345966744,9,1.0,6,0.9996153631527824,9,9.0,1.0
9,0.8901117388143815,9,0.9093821833159854,9,1.0,9,0.9768166244659396,9,0.98,6,0.9988300062143416,9,9.0,1.0
9,0.9273588901194906,9,0.9676319268425376,9,1.0,9,0.9563361439014982,9,0.78,6,0.996058121983985,9,9.0,1.0
9,0.9559415627223392,9,0.9732760961900274,9,1.0,9,0.9889172083800312,9,0.99,6,0.9995213329868166,9,9.0,1.0
9,0.8987419078065624,9,0.9373861002962912,9,1.0,9,0.9506531948574222,9,0.97,6,0.9983974741102152,9,9.0,1.0
9,0.952433403170238,9,0.9782065715005972,9,1.0,9,0.99351824027275,9,0.99,6,0.9995833706244844,9,9.0,1.0
7,0.974188580787332,7,0.995599093613445,7,1.0,7,1.0,7,0.97,7,1.0,7,7.0,1.0
9,0.9605841358317332,9,0.9803330907824848,9,1.0,9,0.9838973210098894,9,0.99,6,0.9995005780949646,9,9.0,1.0
9,0.9592468407313928,9,0.8915680515491398,9,1.0,9,0.9934798716943806,9,0.97,6,0.9998017336897642,9,9.0,1.0
9,0.9291371532207237,9,0.9638956805385748,9,1.0,9,0.988297162417426,9,0.97,6,0.9995853265053593,9,9.0,1.0
9,0.9533518524895545,9,0.959703022802314,9,1.0,9,0.9859798726351396,9,0.98,6,0.9992981144113022,9,9.0,1.0
9,0.9352918419690964,9,0.9467249609793948,9,1.0,9,0.9647294819950228,9,0.95,6,0.99563636124211,9,9.0,1.0
9,0.6214371610597423,4,0.5031721398564528,4,1.0,9,0.9354062608911304,4,0.61,6,0.9774340195838797,4,4.0,1.0
9,0.9418681826684752,9,0.9557017558588652,9,1.0,9,0.9828968218465426,9,0.93,6,0.999584020877712,9,9.0,1.0
9,0.9689091744630411,9,0.9794890464352568,9,1.0,9,0.9866489953885909,9,0.99,9,0.9321385348604324,9,9.0,1.0
9,0.856770156012873,9,0.923612303265195,9,1.0,9,0.9524953624027436,9,0.95,6,0.9993669172897316,9,9.0,1.0
9,0.6457796527493828,9,0.6761726698235447,6,1.0,9,0.8671229490371027,5,0.33,6,0.5060629267420724,5,9.0,0.8671229490371027
9,0.9568761839615436,9,0.9694673770896736,9,1.0,9,0.9866391204313096,9,0.95,6,0.999342552519338,9,9.0,1.0
8,0.4664610468175543,3,0.6448455281912667,8,1.0,3,0.717213932089196,8,0.82,3,0.999362070275496,8,8.0,1.0
9,0.9607192363586228,9,0.989312561139668,9,1.0,9,0.9881237709444408,9,1.0,6,0.9963555094110572,9,9.0,1.0
9,0.9276353349968256,9,0.9642518263695252,9,1.0,9,0.992073913860281,9,1.0,6,0.9996068306179264,9,9.0,1.0
9,0.9213332688112312,9,0.9503699262685964,9,1.0,9,0.9544891120429956,9,0.93,6,0.9993050427246838,9,9.0,1.0
9,0.9315064609564876,9,0.9539698961600334,9,1.0,9,0.9539393870013736,9,0.97,6,0.9992760204978728,9,9.0,1.0
9,0.9052136635587992,9,0.9436447125640328,9,1.0,9,0.9862160276206788,9,0.93,6,0.9995341068012144,9,9.0,1.0
9,0.8897332018215376,9,0.8564433317932257,9,1.0,9,0.9640414335114412,9,0.9,6,0.9996998011554772,9,9.0,1.0
8,0.5749623741681184,3,0.5072397877144229,8,1.0,3,0.5515559521403176,8,0.57,3,0.9993455549702136,3,8.0,1.0
9,0.9063061211618813,9,0.900346358486892,9,1.0,4,0.6109209645666048,9,0.7,6,0.9015033538932518,4,9.0,1.0
9,0.9150496200467224,9,0.9258102100631568,9,1.0,9,0.9455648928289536,9,0.93,6,0.999569622028826,9,9.0,1.0
9,0.9414415338827532,9,0.9597613856871688,9,1.0,9,0.988234842100069,9,0.96,6,0.9967266419776862,9,9.0,1.0
1,0.4819907067946447,1,0.3731795703268603,1,1.0,1,0.9999871438003496,9,0.59,1,0.5062629262057416,9,1.0,1.0
9,0.9319897407091016,9,0.9728391993849604,9,1.0,9,0.9743623784903848,9,0.91,6,0.9984833822949528,9,9.0,1.0
9,0.9564580893203584,9,0.984371029491122,9,1.0,9,0.9908413819634578,9,0.99,6,0.99338125173783,9,9.0,1.0
9,0.9181219280244196,9,0.9518954865328674,9,1.0,9,0.9813449774422054,9,1.0,6,0.9988349381600552,9,9.0,1.0
9,0.7392856071056595,2,0.6968756636052509,5,1.0,9,0.6347988602159802,9,0.89,6,0.9223475806941824,2,9.0,0.89
9,0.9275069155725086,9,0.9265758851652508,9,1.0,9,0.9843967786779472,9,0.91,1,0.3813450183818276,9,9.0,1.0
9,0.949787738623398,9,0.9665168556620348,9,1.0,9,0.9737402279203816,9,0.99,4,0.987259784104214,9,9.0,1.0
9,0.9427895854799608,9,0.9394973497531172,9,1.0,9,0.9610451224378131,9,1.0,6,0.9940994513853716,9,9.0,1.0
9,0.9478834676798188,9,0.961926943481492,9,1.0,9,0.9813461159260706,9,0.98,6,0.998061409023965,9,9.0,1.0
9,0.9253150234343436,9,0.9495415752588646,9,1.0,9,0.9629332170444326,9,0.97,6,0.9901610422286116,9,9.0,1.0
9,0.91856535403204,9,0.9500956134493216,6,1.0,9,0.9831400154152032,9,1.0,6,0.9994327941328462,9,9.0,1.0
9,0.8596817750340177,9,0.905315812032477,9,1.0,9,0.8740058812361673,9,0.77,6,0.9025289189106898,9,9.0,1.0
9,0.9303277188426636,9,0.9620726444333,9,1.0,9,0.9707587095407904,9,0.92,6,0.9834924340718048,9,9.0,1.0
9,0.9332297059303398,9,0.9531989425755982,9,1.0,9,0.9904684309569718,9,0.96,6,0.9995400326026992,9,9.0,1.0
9,0.9355887305460486,9,0.942254743135034,9,1.0,9,0.9669203067107364,9,0.94,1,0.3695004983296781,9,9.0,1.0
7,0.976335904986266,7,0.9969876759024592,7,1.0,7,1.0,7,0.92,7,1.0,7,7.0,1.0
9,0.8397661290447951,9,0.8837658725341979,9,1.0,9,0.8721543506541171,9,0.93,6,0.9311167821859848,9,9.0,1.0
9,0.9383533675296192,9,0.980417796753686,9,1.0,9,0.9499904328175356,9,0.98,6,0.9958655108232786,9,9.0,1.0
9,0.939484001314961,9,0.9180358320828228,9,1.0,9,0.6147636478806731,9,0.7,4,1.0,9,9.0,1.0
9,0.9381254021343454,9,0.9590024011920422,9,1.0,9,0.9927386126132184,9,0.92,6,0.9230670101580444,9,9.0,1.0
9,0.9710922552965792,9,0.9899917427436156,9,1.0,9,0.971802686485964,9,0.95,6,0.9996208229761092,9,9.0,1.0
9,0.8791810652232017,9,0.9077972944020593,9,1.0,9,0.9560105538026192,9,0.97,3,0.5306930310848653,9,9.0,1.0
9,0.9421822589069146,9,0.9653545589876632,9,1.0,9,0.9659833219368688,9,0.97,1,0.5716369923379282,9,9.0,1.0
9,0.970669361489344,9,0.9734365329264216,9,1.0,9,0.9692262386026056,9,1.0,6,0.9178928717299366,9,9.0,1.0
9,0.965591628976,9,0.983141357663862,9,1.0,9,0.9937645259944232,9,0.96,6,0.9996614608756266,9,9.0,1.0
9,0.943844541529272,9,0.9629344317657365,6,1.0,9,0.9738647802386954,9,0.95,6,0.9949106362209338,9,9.0,0.9738647802386954
9,0.8845629647641184,9,0.9446586472720608,9,1.0,9,0.9649028548613796,9,0.98,4,0.9999999666461014,9,9.0,1.0
9,0.8667444415745791,9,0.7242076119656424,9,1.0,9,0.9409520318825336,9,0.81,5,0.4699909731374881,9,9.0,1.0
9,0.9050324853414624,9,0.8831949220437514,9,1.0,9,0.7291726501430805,9,0.9,6,0.9992409518519574,6,9.0,1.0
9,0.839581513601457,9,0.8902630391236381,9,1.0,9,0.976281538225735,9,0.91,6,0.9993653883029556,9,9.0,1.0
9,0.9104140193045934,9,0.945581192844488,9,1.0,9,0.983908687318658,9,0.99,6,0.9980096083160293,9,9.0,1.0
9,0.9155828884058408,9,0.9369518981256908,9,1.0,9,0.9560107824971088,9,0.94,6,0.993515375548104,9,9.0,1.0
9,0.8886508351452654,9,0.9490405710183428,9,1.0,9,0.9477300353475197,9,0.92,6,0.9986056486572754,9,9.0,1.0
9,0.919684177989322,9,0.9291975353201084,9,1.0,9,0.9874350205510868,9,0.92,6,0.9996852038267524,9,9.0,1.0
7,0.9763383328969002,7,0.9981764624284382,7,1.0,7,1.0,7,0.71,7,1.0,7,7.0,1.0
9,0.945457929341758,9,0.976172786397822,9,1.0,9,0.9813331794464972,9,0.99,3,0.4504052899903679,9,9.0,1.0
9,0.9487768949604568,9,0.9420670185169804,9,1.0,9,0.9828066925234248,9,0.99,6,0.999088400588636,9,9.0,1.0
9,0.888620582816028,9,0.8994759815990357,9,1.0,9,0.8939604506076197,9,0.97,6,0.9994902433135372,9,9.0,1.0
9,0.7043754690447401,9,0.729685138296478,2,1.0,9,0.6337033629116419,2,0.68,6,0.9969622722317768,2,9.0,0.729685138296478
9,0.9549452643063536,9,0.9740351859892664,9,1.0,9,0.9844448158057092,9,1.0,6,0.9972881545593456,9,9.0,1.0
9,0.8653822492452566,9,0.7782125686883694,9,1.0,9,0.7450725012403254,9,0.78,0,0.9951322757402262,9,9.0,1.0
9,0.8802110460110418,9,0.9525138565377508,9,1.0,9,0.9402382763752848,9,0.99,0,0.9626147358963486,9,9.0,1.0
9,0.9701253494169854,9,0.9917228698277047,9,1.0,9,0.9753901038539728,9,1.0,6,0.9993110522493324,9,9.0,1.0
9,0.9351433590860624,9,0.9248618660173994,9,1.0,9,0.9310391711232582,9,0.95,6,0.99448161174209,9,9.0,1.0
5,0.982792410385158,5,0.9936881630946036,5,1.0,5,0.999999999981762,5,0.99,5,0.9999999998121892,5,5.0,1.0
9,0.9323077057899244,9,0.9577866313199744,9,1.0,9,0.9883288723550424,9,1.0,6,0.9794285508245032,9,9.0,1.0
9,0.8791489819347911,9,0.8727473709864226,0,1.0,9,0.5644199747226909,9,0.92,6,0.997991830943394,9,9.0,0.92
8,0.5317333162969105,3,0.7143389855102789,3,1.0,8,0.6836214403854107,3,0.44,6,0.8283777043257716,8,3.0,1.0
9,0.9192494804146116,9,0.9587901215890352,9,1.0,9,0.9840024945889017,9,0.96,6,0.9958476551708882,9,9.0,1.0
9,0.9505905707280252,9,0.9717872691888592,9,1.0,9,0.9895731144687542,9,0.99,9,0.4368910586945017,9,9.0,1.0
9,0.9361816945223046,9,0.9590488533913716,9,1.0,9,0.9817572343423324,9,0.99,6,0.9990901445686592,9,9.0,1.0
9,0.9374182217061108,9,0.9793821070234672,9,1.0,9,0.9633151027585736,9,0.95,6,0.7087950631781879,9,9.0,1.0
9,0.9541459886851804,9,0.972255895064243,9,1.0,4,0.9527510722735336,9,0.99,0,0.9946927113785484,9,9.0,1.0
9,0.88563029222273,9,0.923759003505463,9,1.0,9,0.8838389928255281,9,0.99,6,0.9993682380011438,9,9.0,1.0
9,0.9408084509410148,9,0.9698212404587284,9,1.0,9,0.978709555491467,9,0.96,6,0.9991787148251984,9,9.0,1.0
9,0.943965511235129,9,0.9409725034600568,0,1.0,9,0.9183812581250804,9,0.97,6,0.999761128649016,9,9.0,0.97
9,0.962334226711825,9,0.974568606951621,9,1.0,9,0.9768734068958916,9,0.98,6,0.9995562366231902,9,9.0,1.0
9,0.932628822070988,9,0.9448690588189624,9,1.0,9,0.9450711646157008,9,0.83,6,0.9970904344993398,9,9.0,1.0
9,0.9356743033837708,9,0.9715399634838248,9,1.0,9,0.9681424958017032,9,0.97,0,0.3829857005905865,9,9.0,1.0
1,0.960738948805162,1,0.9763617556491536,1,1.0,1,0.9999659035411204,1,0.91,6,0.9985238908085404,1,1.0,1.0
9,0.9674694380421316,9,0.9761867431453404,9,1.0,9,0.9833982084072248,9,0.96,6,0.9950624500421844,9,9.0,1.0
1,0.607787534946648,1,0.94973071634825,1,1.0,1,0.9999998246540291,1,0.71,6,0.9987338194761628,1,1.0,1.0
9,0.9471044635317566,9,0.9632684368326224,9,1.0,9,0.989511638848912,9,0.95,6,0.9982944767262596,9,9.0,1.0
9,0.7761557625704923,9,0.7582624285481773,9,1.0,2,0.6783487505976652,9,0.79,6,0.9930214516392002,9,9.0,1.0
9,0.9055869870603444,9,0.9421550016961808,9,1.0,9,0.9444772470017464,9,0.99,0,0.8941359208907294,9,9.0,1.0
9,0.9591425963918084,9,0.9816393804133208,9,1.0,9,0.9855448893692604,9,0.97,6,0.999565867405714,9,9.0,1.0
9,0.858545035755592,9,0.9011647428722976,9,1.0,9,0.5983886984910308,9,0.81,6,0.9996141134987012,9,9.0,1.0
9,0.9680100189247892,9,0.9733415620383836,6,1.0,9,0.9808669881591172,6,0.65,6,0.9995788651518376,6,9.0,0.9808669881591172
9,0.9434952949701444,9,0.967490268678835,9,1.0,9,0.9884123674503414,9,1.0,6,0.7475144335725489,9,9.0,1.0
9,0.90353065942528,9,0.9522113481930602,9,1.0,9,0.9819228457830216,9,1.0,6,0.9980979804910092,9,9.0,1.0
9,0.8598726887437903,9,0.894346324599635,9,1.0,9,0.8633512983108627,9,0.88,6,0.976404183459896,9,9.0,1.0
9,0.9418815520675896,9,0.9648631746001568,9,1.0,9,0.9544782381975222,9,0.96,6,0.9590721049143774,9,9.0,1.0
3,0.5598996080920718,8,0.5694648651533344,3,1.0,3,0.603019132753769,8,0.67,3,0.972940325816904,8,3.0,1.0
9,0.9548903008688806,9,0.9777244613705076,9,1.0,9,0.9873401045678812,9,0.97,6,0.9996952249696248,9,9.0,1.0
9,0.9540226175025842,9,0.9768397787852556,9,1.0,9,0.9813878871187024,9,0.99,6,0.9994734378213488,9,9.0,1.0
9,0.8990309789374317,9,0.9466392678771668,9,1.0,9,0.9194555875629216,9,0.9,0,0.9893609414619814,9,9.0,1.0
9,0.9209875137757716,9,0.9672239597012922,9,1.0,9,0.9667475932406462,9,0.97,5,0.7505252100621728,9,9.0,1.0
9,0.934314929449581,9,0.9599284758300892,9,1.0,9,0.8222877387453649,9,0.78,6,0.9950289346730358,9,9.0,1.0
9,0.9196901517610522,9,0.8716681939864507,6,1.0,9,0.926771275181516,0,0.68,6,0.9995856206547068,9,9.0,0.926771275181516
9,0.9370413739243872,9,0.9493169403813868,9,1.0,9,0.9756825907548894,9,1.0,1,0.4128868763004974,9,9.0,1.0
9,0.9534474079780924,9,0.962471222461542,9,1.0,9,0.9883911165136224,9,1.0,6,0.9995496088517166,9,9.0,1.0
9,0.9323799629611887,9,0.9182237952061624,9,1.0,9,0.94628369396741,9,0.95,6,0.999692049782774,9,9.0,1.0
9,0.9435069751649364,9,0.9228960290219098,9,1.0,9,0.8675999925922099,9,0.92,4,1.0,9,9.0,1.0
9,0.953537371602673,9,0.9111589783759648,9,1.0,9,0.9538306606685822,9,0.89,6,0.9996551268042196,9,9.0,1.0
3,0.565027127620073,3,0.5975701344231463,8,1.0,3,0.5709209693465652,8,0.59,3,0.995187447362756,8,3.0,0.995187447362756
9,0.901887015970684,9,0.9537095310840316,9,1.0,9,0.9530515275132644,9,0.96,6,0.998309608809981,9,9.0,1.0
9,0.9638791131094612,9,0.9877902717547584,9,1.0,9,0.9888465023176432,9,0.92,6,0.6531308758763462,9,9.0,1.0
9,0.9450090594419562,9,0.9453851471606654,9,1.0,9,0.9480328793899804,9,1.0,6,0.9226058521378964,9,9.0,1.0
9,0.9595958595185178,9,0.9850757918919838,9,1.0,9,0.976483153304293,9,0.99,6,0.9989590702391384,9,9.0,1.0
9,0.9571029627832416,9,0.9824169018640302,9,1.0,9,0.97478128018546,9,0.94,6,0.9995081258486176,9,9.0,1.0
7,0.9833308408110374,7,0.9979314226871708,7,1.0,7,0.9978369900347168,7,0.92,6,0.7901882357948444,7,7.0,1.0
9,0.9661916597800784,9,0.9851668031777884,9,1.0,9,0.994429517301025,9,0.98,6,0.9302528147510865,9,9.0,1.0
9,0.96158590555365,9,0.9831391522314376,9,1.0,9,0.9732260190189166,9,1.0,6,0.9976552519672488,9,9.0,1.0
9,0.9163956434638671,9,0.9356594920086538,9,1.0,9,0.9814917819568656,9,0.99,6,0.9996745309638972,9,9.0,1.0
9,0.9187735240813344,9,0.9658301024508996,9,1.0,9,0.9881766850465656,9,0.99,6,0.9993302021540988,9,9.0,1.0
9,0.9476523314988498,9,0.9511768407628188,9,1.0,9,0.9224785256917816,9,0.99,6,0.9993437498476996,9,9.0,1.0
9,0.8787288885108043,9,0.9404018257644652,9,1.0,9,0.982432890032915,9,0.98,6,0.9988836750217506,9,9.0,1.0
9,0.9101231351363196,9,0.9637096236399232,9,1.0,9,0.9743116505901868,9,0.97,6,0.9978704958745348,9,9.0,1.0
9,0.9366798062607816,9,0.9392717376790488,9,1.0,9,0.9621034486916046,9,0.92,6,0.9990993802254158,9,9.0,1.0
9,0.9329433546372732,9,0.9475090627038406,9,1.0,9,0.961022779172542,9,0.89,1,0.7280889381193777,9,9.0,1.0
9,0.913959243909428,9,0.952414260182358,9,1.0,9,0.9877428938873274,9,0.72,4,0.7282092862887489,9,9.0,1.0
9,0.9240668716067536,9,0.9400304297447868,9,1.0,9,0.9801660155283266,9,0.91,6,0.9978956106050666,9,9.0,1.0
9,0.973565292238002,9,0.9875325848364112,9,1.0,9,0.9824930755495264,9,0.99,6,0.976580925181955,9,9.0,1.0
9,0.942476452450871,9,0.9621931368210634,9,1.0,9,0.9685492477118186,9,0.92,6,0.9949781173591832,9,9.0,1.0
9,0.9450022489990224,9,0.9667313495863004,9,1.0,9,0.9563669279907644,9,0.77,6,0.9853726167525582,9,9.0,1.0
9,0.9481696697660306,9,0.9557355672292916,9,1.0,9,0.9438903351418824,9,0.94,1,0.4724616033983384,9,9.0,1.0
9,0.8766664627637892,9,0.8551239636635464,9,1.0,9,0.942546144302831,9,0.86,6,0.9995962060457528,9,9.0,1.0
9,0.9261622693071504,9,0.9261561960042036,0,1.0,9,0.9568629372775652,9,0.66,6,0.9036529545317936,9,9.0,0.9568629372775652
9,0.9475784083995108,9,0.9652941162839483,9,1.0,9,0.98521110382791,9,1.0,6,0.986865438152806,9,9.0,1.0
9,0.9628380628673254,9,0.9796379440939252,9,1.0,9,0.9664281420785298,9,0.96,6,0.9995725837891836,9,9.0,1.0
9,0.9534371627651952,9,0.980282338675309,9,1.0,9,0.9783947189102754,9,1.0,6,0.8022492308982168,9,9.0,1.0
1,0.4655483163585466,6,0.7137901911241539,9,1.0,9,0.9863075366200011,9,0.8,4,1.0,9,9.0,1.0
9,0.9300745351086795,9,0.9549422504102036,9,1.0,9,0.9823788988447252,9,0.93,6,0.999168500012256,9,9.0,1.0
9,0.9177878277951182,9,0.932826756224944,9,1.0,9,0.9338251479081512,9,0.99,6,0.9997961901473092,9,9.0,1.0
9,0.9487355796328646,9,0.9545923862374618,9,1.0,9,0.9794394684591043,9,0.98,1,0.7026215421999881,9,9.0,1.0
9,0.9516158327173232,9,0.975068828804082,9,1.0,9,0.9853689025880782,9,1.0,6,0.9806606457642726,9,9.0,1.0
9,0.8397586310231024,9,0.8566362186198369,9,1.0,9,0.9211771421259112,9,0.81,6,0.9996820628110338,9,9.0,1.0
9,0.9496323710640742,9,0.988932021848288,9,1.0,9,0.9677989175297226,9,1.0,6,0.9763368589757516,9,9.0,1.0
7,0.9760036996772,7,0.998368944950578,7,1.0,7,0.9999999999613532,7,0.98,7,0.9999999999947704,7,7.0,1.0
9,0.8975888546686862,9,0.8318821798352589,9,1.0,9,0.94682753101999,9,0.95,6,0.9992396385173864,9,9.0,1.0
9,0.9217715358116132,0,0.8279200627950822,9,1.0,9,0.9457459149236154,9,0.96,6,0.9819380508579426,9,9.0,1.0
9,0.9581544401833564,9,0.9824427385162318,9,1.0,9,0.9894079724225936,9,0.98,6,0.999656332364006,9,9.0,1.0
9,0.9467476402281132,9,0.9628813425232065,9,1.0,9,0.933911128271009,9,0.87,6,0.999097827077182,9,9.0,1.0
9,0.951751827980407,9,0.964015897506974,9,1.0,9,0.9744750758741716,9,0.99,6,0.9850334026165438,9,9.0,1.0
9,0.8045905151626513,9,0.6713419247027415,9,1.0,9,0.6432901282790309,9,0.93,4,0.9971739019882548,4,9.0,1.0
9,0.9594315614456632,9,0.9712126954458984,9,1.0,9,0.9849088608095802,9,0.93,6,0.9994720045089942,9,9.0,1.0
9,0.9316574543087656,9,0.9389614262763072,9,1.0,9,0.9658822105418716,9,0.95,6,0.9997757477288804,9,9.0,1.0
9,0.9605981280882988,9,0.9800110172527456,9,1.0,9,0.9942406909121548,9,0.97,6,0.9992591360576176,9,9.0,1.0
9,0.8801796593156218,9,0.8713645511878116,9,1.0,9,0.931289315838715,9,0.81,6,0.9988853092108404,9,9.0,1.0
9,0.9414603294483092,9,0.970169414967324,9,1.0,9,0.9804563965739002,9,0.99,0,0.7235334164431279,9,9.0,1.0
9,0.9551689894489296,9,0.986004278279845,9,1.0,9,0.9799504668151172,9,0.98,6,0.986844281026256,9,9.0,1.0
9,0.9356925429443674,4,0.8434391977233815,9,1.0,9,0.9704953535225102,9,0.98,6,0.9996454785233774,9,9.0,1.0
9,0.96901912109025,9,0.9861737448058177,9,1.0,9,0.985254159868898,9,0.75,6,0.951347818971144,9,9.0,1.0
9,0.883614660567543,9,0.9773690242456772,9,1.0,9,0.9118986971162912,9,1.0,6,0.9991507040654166,9,9.0,1.0
9,0.9268919002759696,9,0.9652168643052688,9,1.0,9,0.995239142342361,9,0.76,6,0.9917107056066948,9,9.0,1.0
9,0.9596053408340076,9,0.98171175860075,9,1.0,9,0.9490092237845426,9,0.66,6,0.8946171808849117,6,9.0,1.0
9,0.905134544153228,9,0.7206073311477112,9,1.0,9,0.9113309779956232,9,0.82,6,0.9983256697951732,9,9.0,1.0
9,0.9316614411084226,9,0.9564513698432472,9,1.0,9,0.975481742011797,9,0.97,6,0.978521690851116,9,9.0,1.0
9,0.825776620059976,9,0.934730681029512,9,1.0,9,0.9666789841013804,9,0.79,6,0.9542897156934734,9,9.0,1.0
9,0.8936173728395749,9,0.8953949743803522,9,1.0,9,0.9659511207172788,9,0.59,6,0.9994383403414292,0,9.0,1.0
9,0.907565385738228,9,0.9512053462101148,9,1.0,9,0.968915170230559,9,0.86,6,0.9873512715433987,9,9.0,1.0
9,0.9078620484401354,9,0.9406008487819564,9,1.0,9,0.9702913459932418,9,0.87,6,0.9973544213479316,9,9.0,1.0
9,0.9315183737941232,9,0.9406854483144088,9,1.0,9,0.9427163238054376,9,0.98,6,0.999104294963014,9,9.0,1.0
9,0.9372056785375832,9,0.9573936508634044,9,1.0,9,0.9524581173445305,9,1.0,6,0.7047153717608327,9,9.0,1.0
9,0.939988608192098,9,0.9625611110010532,9,1.0,9,0.7828170054970808,9,0.94,0,0.970999603363949,9,9.0,1.0
9,0.9548297932964088,9,0.9770126399652804,9,1.0,9,0.964388846652216,9,0.79,6,0.8733625447998733,9,9.0,1.0
9,0.9704937579773282,9,0.987502669162276,9,1.0,9,0.9905349559838232,9,0.99,6,0.9996493374104556,9,9.0,1.0
9,0.8913135160284861,9,0.9501154106793018,9,1.0,9,0.9745436137020332,9,0.93,6,0.9430347041447092,9,9.0,1.0
9,0.9068867946556638,9,0.969829367564366,9,1.0,9,0.9181718513514914,9,1.0,6,0.987293669433008,9,9.0,1.0
9,0.9356026236849392,9,0.9551668220118072,9,1.0,9,0.969751465134376,9,0.96,6,0.9942350040002872,6,9.0,1.0
9,0.8837529833315418,9,0.9365253583804024,9,1.0,9,0.9752873163326612,9,0.93,6,0.9101297958026516,9,9.0,1.0
9,0.5351206508466505,4,0.9522411150075036,9,1.0,9,0.9470545877730334,9,0.8,0,0.7388818844479645,9,9.0,1.0
9,0.8893087440950572,9,0.9367520302683988,9,1.0,9,0.9734673363913636,9,0.93,6,0.9988641796488138,9,9.0,1.0
9,0.8645956495445867,9,0.8012964387687369,9,1.0,9,0.9289044308178244,9,0.71,6,0.8710804222040515,9,9.0,1.0
9,0.7633885608394195,9,0.4945102794810032,9,1.0,9,0.7924922689424377,4,0.54,6,0.99972287099928,4,9.0,1.0
9,0.9308483001939316,9,0.9610789821470191,9,1.0,9,0.9648552104719212,9,0.98,6,0.9372925951776612,9,9.0,1.0
3,0.6851182645796445,3,0.8031626783575825,3,1.0,3,0.741446681938325,3,0.92,3,0.98434416253015,3,3.0,1.0
9,0.9713940745862256,9,0.9916344043943098,9,1.0,9,0.9938935399507036,9,0.99,6,0.7508183202250948,9,9.0,1.0
9,0.8372914685980511,2,0.8736150826484763,9,1.0,2,0.8266612261158545,9,0.76,0,0.9782390305658712,9,9.0,1.0
9,0.9442401533947876,9,0.9821727673662084,9,1.0,9,0.4737632636181043,9,0.97,9,0.5247049549538108,9,9.0,1.0
9,0.9015545342132668,9,0.94273121729599,9,1.0,9,0.8268409012331415,9,0.76,0,0.9944730224981936,0,9.0,1.0
9,0.9333604777422853,9,0.9520199500812184,2,1.0,9,0.9925078566361514,9,0.98,6,0.8596444374982283,9,9.0,0.9925078566361514
9,0.895803515983535,9,0.8876384841335196,9,1.0,9,0.8802594566043508,9,0.84,6,0.9976208730381392,9,9.0,1.0
2,0.5427816228714086,2,0.6258040138598896,9,1.0,7,1.0,7,0.56,7,1.0,9,7.0,1.0
